uid,tid,ft,y
23,7,7,3.80666248977032
24,1,7,5.63478960316925
24,2,7,5.53338948872752
24,3,7,5.44241771052179
24,4,7,5.4553211153577
24,5,7,5.41610040220442
24,6,7,5.59098698051086
24,7,7,5.63121178182137
25,1,7,5.24702407216049
25,2,7,5.17614973257383
25,3,7,4.83628190695148
25,4,7,4.93447393313069
25,5,7,5.19849703126583
25,6,7,5.17048399503815
25,7,7,5.31811999384422
26,1,7,4.24849524204936
26,2,7,4.04305126783455
26,3,7,3.8286413964891
26,4,7,3.61091791264422
26,5,7,3.58351893845611
26,6,7,3.87120101090789
26,7,7,3.52636052461616
27,1,7,2.70805020110221
27,2,7,2.19722457733622
27,3,7,2.63905732961526
27,4,7,2.94443897916644
27,5,7,2.30258509299405
27,6,7,2.70805020110221
27,7,7,2.19722457733622
28,1,7,9.37041631982282
28,2,7,9.23970498060609
28,3,7,9.13540128531169
28,4,7,9.05134464048573
28,5,7,9.03741453682259
28,6,7,9.0442857876461
28,7,7,9.05005424204284
29,1,7,3.09104245335832
29,2,7,3.13549421592915
29,3,7,3.17805383034795
29,4,7,3.09104245335832
29,5,7,3.2188758248682
29,6,7,1.79175946922805
29,7,7,2.63905732961526
30,1,7,5.06259503302697
30,2,7,4.88280192258637
30,3,7,4.9416424226093
30,4,7,4.86753445045558
30,5,7,4.66343909411207
30,6,7,4.81218435537242
30,7,7,4.91998092582813
31,1,7,4.49980967033027
31,2,7,4.44265125649032
31,3,7,4.18965474202643
31,4,7,4.20469261939097
31,5,7,4.23410650459726
31,6,7,4.34380542185368
31,7,7,4.36944785246702
32,1,7,6.75110146893676
32,2,7,6.63594655568665
32,3,7,6.55961523749324
32,4,7,6.45047042214418
32,5,7,6.59850902861452
32,6,7,6.64768837356333
32,7,7,6.59030104819669
33,1,7,8.56522116042682
33,2,7,8.50207955360619
33,3,7,8.38206051742474
33,4,7,8.31458729131958
33,5,7,8.30251371851416
33,6,7,8.31532177537757
33,7,7,8.3513747067213
34,1,7,5.01727983681492
34,2,7,5.19849703126583
34,3,7,5.12396397940326
34,4,7,5.03695260241363
34,5,7,5.06259503302697
34,6,7,5.21493575760899
34,7,7,5.17614973257383
35,1,7,4.62497281328427
35,2,7,4.91265488573605
35,3,7,4.85203026391962
35,4,7,4.68213122712422
35,5,7,4.70048036579242
35,6,7,4.35670882668959
35,7,7,4.36944785246702
36,1,7,5.93489419561959
36,2,7,5.79301360838414
36,3,7,5.6970934865054
36,4,7,5.63121178182137
36,5,7,5.72031177660741
36,6,7,5.79605775076537
36,7,7,5.56068163101553
37,1,7,7.81802793853073
37,2,7,7.75747876658418
37,3,7,7.66902828858968
37,4,7,7.64491934495886
37,5,7,7.70255611326858
37,6,7,7.69530313496357
37,7,7,7.86172707782398
38,1,7,3.52636052461616
38,2,7,3.43398720448515
38,3,7,3.29583686600433
38,4,7,2.30258509299405
38,5,7,2.83321334405622
38,6,7,2.19722457733622
38,7,7,2.19722457733622
39,1,7,5.35185813347607
39,2,7,5.26269018890489
39,3,7,5.26269018890489
39,4,7,5.23644196282995
39,5,7,5.23644196282995
39,6,7,5.26785815906333
39,7,7,5.33753807970132
40,1,7,5.90536184805457
40,2,7,5.85793315448346
40,3,7,5.52545293913178
40,4,7,5.79605775076537
40,5,7,5.73334127689775
40,6,7,5.74620319054015
40,7,7,5.8348107370626
41,1,7,6.38350663488401
41,2,7,6.31354804627709
41,3,7,6.32076829425058
41,4,7,6.20455776256869
41,5,7,6.35437004079735
41,6,7,6.38519439899773
41,7,7,6.51471269087253
42,1,7,5.99645208861902
42,2,7,6.01126717440416
42,3,7,5.98141421125448
42,4,7,5.88887795833288
42,5,7,5.90808293816893
42,6,7,5.94803498918065
42,7,7,5.87493073085203
43,1,7,5.48479693349065
43,2,7,5.40717177146012
43,3,7,5.32300997913841
43,4,7,5.13579843705026
43,5,7,4.95582705760126
43,6,7,5.24174701505964
43,7,7,5.27811465923052
44,1,7,4.15888308335967
44,2,7,3.8286413964891
44,3,7,3.93182563272433
44,4,7,3.87120101090789
44,5,7,3.97029191355212
44,6,7,4.14313472639153
44,7,7,3.98898404656427
45,1,7,4.26267987704132
45,2,7,4.15888308335967
45,3,7,4.06044301054642
45,4,7,3.58351893845611
45,5,7,4.23410650459726
45,6,7,4.57471097850338
45,7,7,4.75359019110636
46,1,7,4.39444915467244
46,2,7,4.43081679884331
46,3,7,4.36944785246702
46,4,7,3.91202300542815
46,5,7,4.30406509320417
46,6,7,4.34380542185368
46,7,7,4.33073334028633
47,1,7,6.17586727010576
47,2,7,5.87211778947542
47,3,7,5.97126183979046
47,4,7,6.06842558824411
47,5,7,6.24027584517077
47,6,7,6.2803958389602
47,7,7,6.12468339089421
48,1,7,5.53733426701854
48,2,7,5.42053499927229
48,3,7,5.34710753071747
48,4,7,5.28826703069454
48,5,7,5.26269018890489
48,6,7,5.16478597392351
48,7,7,5.07517381523383
49,1,7,7.77821147451249
49,2,7,7.66340766489348
49,3,7,7.50933526601659
49,4,7,7.47986413116503
49,5,7,7.49052940206071
49,6,7,7.43070708254597
49,7,7,7.47816969415979
50,1,7,4.47733681447821
50,2,7,4.39444915467244
50,3,7,4.45434729625351
50,4,7,4.58496747867057
50,5,7,4.75359019110636
50,6,7,4.90527477843843
50,7,7,4.71849887129509
51,1,7,5.14166355650266
51,2,7,5.13579843705026
51,3,7,5.14749447681345
51,4,7,5.03043792139244
51,5,7,5.03043792139244
51,6,7,4.90527477843843
51,7,7,4.71849887129509
52,1,7,6.21660610108486
52,2,7,5.92425579741453
52,3,7,5.96614673912369
52,4,7,5.88610403145016
52,5,7,6.08677472691231
52,6,7,6.03548143252476
52,7,7,6.16751649088834
53,1,7,3.55534806148941
53,2,7,3.46573590279973
53,3,7,3.80666248977032
53,4,7,4.07753744390572
53,5,7,3.85014760171006
53,6,7,3.85014760171006
53,7,7,3.89182029811063
54,1,7,4.68213122712422
54,2,7,4.49980967033027
54,3,7,4.75359019110636
54,4,7,4.80402104473326
54,5,7,4.83628190695148
54,6,7,4.969813299576
54,7,7,4.82028156560504
55,1,7,3.2188758248682
55,2,7,3.29583686600433
55,3,7,2.56494935746154
55,4,7,3.36729582998647
55,5,7,3.25809653802148
55,6,7,3.43398720448515
55,7,7,3.49650756146648
56,1,7,6.4377516497364
56,2,7,6.1779441140506
56,3,7,6.37842618365159
56,4,7,6.27476202124194
56,5,7,6.2841341610708
56,6,7,6.3818160174061
56,7,7,6.43133108193348
57,1,7,5.86078622346587
57,2,7,5.55295958492162
57,3,7,5.4553211153577
57,4,7,5.37063802812766
57,5,7,5.4510384535657
57,6,7,5.4971682252932
57,7,7,5.55682806169954
58,1,7,7.90948949267376
58,2,7,7.82484569102686
58,3,7,7.7553388128465
58,4,7,7.68799716639302
58,5,7,7.75405263903576
58,6,7,7.78945456608667
58,7,7,7.80302664363222
59,1,7,5.32787616878958
59,2,7,5.45958551414416
59,3,7,5.48479693349065
59,4,7,5.48479693349065
59,5,7,5.26785815906333
59,6,7,5.11198778835654
59,7,7,4.98360662170834
60,1,6,8.17470288246946
60,2,6,8.02092771898158
60,3,6,7.96554557312999
60,4,6,8.03398273468322
60,5,6,8.11342663994365
60,6,6,8.11701408773731
60,7,6,8.08825472712243
61,1,6,5.65599181081985
61,2,6,5.57594910314632
61,3,6,5.49306144334055
61,4,6,5.47227067367148
61,5,6,5.51342874616498
61,6,6,5.64190707093811
61,7,6,5.60947179518496
62,1,6,7.9355873855892
62,2,6,7.69938940625674
62,3,6,7.62559507213245
62,4,6,7.64491934495886
62,5,6,7.76768727718691
62,6,6,7.93522953981691
62,7,6,7.9035962896143
63,1,6,5.53338948872752
63,2,6,5.41610040220442
63,3,6,5.50125821054473
63,4,6,5.59471137960184
63,5,6,5.24702407216049
63,6,6,5.43372200355424
63,7,6,5.44241771052179
64,1,6,8.81863022910035
64,2,6,8.55352512066363
64,3,6,8.63052187672324
64,4,6,8.64435433703292
64,5,6,8.73246584834988
64,6,6,8.80477525886769
64,7,6,8.75888368001702
65,1,6,10.081257097962
65,2,6,9.92142569766714
65,3,6,9.91867168786117
65,4,6,9.93037288131751
65,5,6,9.95242056364531
65,6,6,10.0675178393578
65,7,6,10.1195259217203
66,1,6,4.61512051684126
66,2,6,4.52178857704904
66,3,6,4.58496747867057
66,4,6,4.68213122712422
66,5,6,4.74493212836325
66,6,6,4.66343909411207
66,7,6,4.40671924726425
67,1,6,7.49554194388426
67,2,6,7.5234813125735
67,3,6,7.66669020008009
67,4,6,7.9355873855892
67,5,6,7.96554557312999
67,6,6,8.06557942728209
67,7,6,8.05356916913454
68,1,6,6.97166860472579
68,2,6,6.75925527066369
68,3,6,6.88243747099785
68,4,6,6.92165818415113
68,5,6,6.90975328164481
68,6,6,6.97447891102505
68,7,6,6.93828448401696
69,1,6,7.92334821193015
69,2,6,7.70345904786717
69,3,6,7.77275271646874
69,4,6,7.81116338502528
69,5,6,7.80139132029149
69,6,6,7.86326672400957
69,7,6,7.87016594646984
70,1,6,8.42310226801664
70,2,6,8.3255483071614
70,3,6,8.31630024903685
70,4,6,8.34188696951619
70,5,6,8.51499076786104
70,6,6,8.52237971810354
70,7,6,8.52397017569526
71,1,6,6.95368421087054
71,2,6,6.93049476595163
71,3,6,6.99117688712121
71,4,6,6.53813982376767
71,5,6,6.59030104819669
71,6,6,6.5510803350434
71,7,6,6.71780469502369
72,1,6,6.23832462503951
72,2,6,6.00388706710654
72,3,6,5.96614673912369
72,4,6,5.90263333340137
72,5,6,5.76205138278018
72,6,6,5.94803498918065
72,7,6,5.76205138278018
73,1,6,3.97029191355212
73,2,6,3.98898404656427
73,3,6,3.85014760171006
73,4,6,4.07753744390572
73,5,6,4.35670882668959
73,6,6,4.31748811353631
73,7,6,4.33073334028633
74,1,6,9.6545132411874
74,2,6,9.43027879234144
74,3,6,9.49919675465573
74,4,6,9.49175283141437
74,5,6,9.47470263910635
74,6,6,9.56163084563808
74,7,6,9.53834831589953
75,1,6,8.38228942895144
75,2,6,8.29853954537488
75,3,6,8.32336569443608
75,4,6,8.28878581042693
75,5,6,8.48425669116997
75,6,6,8.51458980554612
75,7,6,8.52595469708481
76,1,6,6.45204895443723
76,2,6,6.11589212548303
76,3,6,6.22653666928747
76,4,6,6.3578422665081
76,5,6,6.5510803350434
76,6,6,6.57088296233958
76,7,6,6.71780469502369
77,1,6,4.7361984483945
77,2,6,4.63472898822964
77,3,6,4.65396035015752
77,4,6,4.82028156560504
77,5,6,4.86753445045558
77,6,6,4.71849887129509
77,7,6,4.74493212836325
78,1,6,6.31716468674728
78,2,6,5.82894561761021
78,3,6,5.88332238848828
78,4,6,6.00141487796115
78,5,6,5.98393628068719
78,6,6,5.89164421182577
78,7,6,5.90263333340137
79,1,6,4.63472898822964
79,2,6,4.53259949315326
79,3,6,4.02535169073515
79,4,6,4.54329478227
79,5,6,4.48863636973214
79,6,6,4.48863636973214
79,7,6,4.53259949315326
80,1,6,3.71357206670431
80,2,6,3.80666248977032
80,3,6,3.66356164612965
80,4,6,3.63758615972639
80,5,6,3.95124371858143
80,6,6,3.76120011569356
80,7,6,3.49650756146648
81,1,6,4.23410650459726
81,2,6,4.47733681447821
81,3,6,4.56434819146784
81,4,6,4.70953020131233
81,5,6,4.66343909411207
81,6,6,4.65396035015752
81,7,6,4.68213122712422
82,1,6,3.95124371858143
82,2,6,3.91202300542815
82,3,6,3.68887945411394
82,4,6,3.89182029811063
82,5,6,3.87120101090789
82,6,6,4.04305126783455
82,7,6,4.15888308335967
83,1,6,5.78074351579233
83,2,6,5.54126354515843
83,3,6,5.82008293035236
83,4,6,5.605802066296
83,5,6,5.63835466933375
83,6,6,5.78996017089725
83,7,6,5.82304589548302
84,1,6,6.65415252018322
84,2,6,6.43615036836943
84,3,6,6.42648845745769
84,4,6,6.42324696353352
84,5,6,6.37331978957701
84,6,6,6.4118182677099
84,7,6,6.37331978957701
85,1,6,7.33236920592906
85,2,6,7.1074254741107
85,3,6,7.18462915271731
85,4,6,7.21081845347222
85,5,6,7.22548147278229
85,6,6,7.46851327149634
85,7,6,7.3664451483276
86,1,6,8.01466637046494
86,2,6,7.89319886954461
86,3,6,7.06304816338817
86,4,6,7.37400185935016
86,5,6,7.15070145759253
86,6,6,7.0833878476253
86,7,6,7.05358572719368
87,1,6,10.0050508679456
87,2,6,9.83504809931361
87,3,6,9.80034679361662
87,4,6,9.76140542060167
87,5,6,9.80581959535797
87,6,6,9.91497136047741
87,7,6,9.91857318995417
88,1,6,4.56434819146784
88,2,6,4.78749174278205
88,3,6,4.47733681447821
88,4,6,4.65396035015752
88,5,6,4.84418708645859
88,6,6,4.74493212836325
88,7,6,4.81218435537242
89,1,6,7.60339933974067
89,2,6,7.539027055824
89,3,6,7.50823877467866
89,4,6,7.50163445788341
89,5,6,7.42892719480227
89,6,6,7.54115245513631
89,7,6,7.50163445788341
90,1,6,6.10255859461357
90,2,6,6.10031895202006
90,3,6,6.02102334934953
90,4,6,6.10031895202006
90,5,6,6.0591231955818
90,6,6,6.19847871649231
90,7,6,6.05443934626937
91,1,6,4.45434729625351
91,2,6,4.26267987704132
91,3,6,4.58496747867057
91,4,6,4.51085950651685
91,5,6,4.60517018598809
91,6,6,4.56434819146784
91,7,6,4.35670882668959
92,1,6,3.71357206670431
92,2,6,3.93182563272433
92,3,6,3.61091791264422
92,4,6,3.73766961828337
92,5,6,3.89182029811063
92,6,6,3.78418963391826
92,7,6,3.98898404656427
93,1,6,7.91607809630279
93,2,6,7.71423114484909
93,3,6,7.75790620835175
93,4,6,7.82244472948932
93,5,6,7.96485088744731
93,6,6,8.0487882835342
93,7,6,8.06117135969092
94,1,6,8.88571765171212
94,2,6,8.70267641154777
94,3,6,8.75872660784204
94,4,6,8.79845469606509
94,5,6,8.99118884193151
94,6,6,9.1516513756275
94,7,6,9.06843112579349
95,1,6,8.41338702269065
95,2,6,8.20958048347558
95,3,6,8.24617155985756
95,4,6,8.20385137218388
95,5,6,8.22335889947926
95,6,6,8.30152165494073
95,7,6,8.2776661608515
96,1,6,5.68697535633982
96,2,6,5.44241771052179
96,3,6,5.62401750618734
96,4,6,5.74939298590825
96,5,6,5.87773578177964
96,6,6,5.76519110278484
96,7,6,5.70044357339069
97,1,6,3.25809653802148
97,2,6,3.49650756146648
97,3,6,3.71357206670431
97,4,6,3.36729582998647
97,5,6,3.76120011569356
97,6,6,3.93182563272433
97,7,6,3.71357206670431
98,1,6,5.06259503302697
98,2,6,4.69134788222914
98,3,6,4.90527477843843
98,4,6,4.89783979995091
98,5,6,4.969813299576
98,6,6,4.89783979995091
98,7,6,4.85203026391962
99,1,6,8.49310539588715
99,2,6,8.98230989908858
99,3,6,8.46104603079324
99,4,6,8.48073665440562
99,5,6,8.57979233317276
99,6,6,8.82864061741828
99,7,6,8.74464743831753
100,1,6,8.10741881171997
100,2,6,7.81197342962202
100,3,6,7.91315518592807
100,4,6,7.98480338973441
100,5,6,8.08671792030391
100,6,6,8.15507488781144
100,7,6,8.17835816560584
101,1,6,7.70436116791031
101,2,6,7.64396194900253
101,3,6,7.66902828858968
101,4,6,7.8046592970561
101,5,6,7.89766815072691
101,6,6,7.94378269245863
101,7,6,7.9218984110238
102,1,6,6.81124437860129
102,2,6,6.70563909486
102,3,6,6.72383244082121
102,4,6,6.79234442747081
102,5,6,6.75809450442773
102,6,6,6.74641212857337
102,7,6,6.74758652682932
103,1,6,6.61069604471776
103,2,6,6.40522845803084
103,3,6,6.45204895443723
103,4,6,6.59167373200866
103,5,6,6.70441435496411
103,6,6,6.73221070646721
103,7,6,6.68586094706836
104,1,6,8.05896001776942
104,2,6,7.9298464297425
104,3,6,8.10922495308995
104,4,6,7.99159228206809
104,5,6,8.11102783819368
104,6,6,8.18227973925902
104,7,6,8.10922495308995
105,1,6,6.00141487796115
105,2,6,5.90263333340137
105,3,6,5.72358510195238
105,4,6,6.01126717440416
105,5,6,6.10255859461357
105,6,6,6.0913098820777
105,7,6,6.14418563412565
106,1,6,9.99629460212233
106,2,6,9.69603278610318
106,3,6,9.70192201237541
106,4,6,9.69430854157229
106,5,6,9.79255599182885
106,6,6,9.97119292889014
106,7,6,9.99820664859396
107,1,6,7.80547462527086
107,2,6,7.54486106865846
107,3,6,7.59085212368858
107,4,6,7.59387784460512
107,5,6,7.76556908109732
107,6,6,7.87321705486274
107,7,6,7.84737183615979
108,1,6,9.7887498750657
108,2,6,9.64749792681684
108,3,6,9.76864100976636
108,4,6,9.62918227712599
108,5,6,9.72202562615406
108,6,6,9.81623978397185
108,7,6,9.89363921648131
109,1,6,8.24722005274523
109,2,6,8.0861025356691
109,3,6,8.10681603894705
109,4,6,8.15277405274407
109,5,6,8.2534880283459
109,6,6,8.34474275441755
109,7,6,8.30573114487587
110,1,6,9.72531736686465
110,2,6,9.56507343167757
110,3,6,9.58286897983808
110,4,6,9.57101729729421
110,5,6,9.57955634740923
110,6,6,9.64166813961007
110,7,6,9.64004270444839
111,1,6,8.99986622376264
111,2,6,8.87360810154911
111,3,6,8.86432272251144
111,4,6,8.92638468126522
111,5,6,9.02485381183907
111,6,6,8.99739464563842
111,7,6,8.95519002452689
112,1,6,6.35957386867238
112,2,6,6.12468339089421
112,3,6,6.45362499889269
112,4,6,6.52502965784346
112,5,6,6.42324696353352
112,6,6,6.41836493593621
112,7,6,6.50727771238501
113,1,6,7.6251071482389
113,2,6,7.49720722320332
113,3,6,7.55066124310534
113,4,6,7.62705741701893
113,5,6,7.71199650704767
113,6,6,7.86288203464149
113,7,6,7.8811822022271
114,1,6,7.63578686139558
114,2,6,7.49886973397693
114,3,6,7.5847730776122
114,4,6,7.69984240739699
114,5,6,7.73543335249969
114,6,6,7.79729127354747
114,7,6,7.74673290775362
115,1,6,6.96034772910131
115,2,6,6.95654544315157
115,3,6,7.09090982207998
115,4,6,7.16394668434255
115,5,6,7.36073990305828
115,6,6,7.40306109109009
115,7,6,7.33367639565768
116,1,6,8.61141186665522
116,2,6,8.49392456447688
116,3,6,8.5039052970893
116,4,6,8.45744318701046
116,5,6,8.56617381363786
116,6,6,8.6020856584342
116,7,6,8.5519810169019
117,1,6,8.80732226751107
117,2,6,8.61213966872519
117,3,6,8.66388757056704
117,4,6,8.73905592283072
117,5,6,8.87877607170755
117,6,6,8.86375719160424
117,7,6,8.8942588250027
118,1,6,5.71373280550937
118,2,6,5.42934562895444
118,3,6,5.81413053182507
118,4,6,6.06145691892802
118,5,6,6.3297209055227
118,6,6,6.4118182677099
118,7,6,6.4150969591716
119,1,6,5.68697535633982
119,2,6,5.72358510195238
119,3,6,5.67332326717149
119,4,6,5.6970934865054
119,5,6,5.70044357339069
119,6,6,5.77765232322266
119,7,6,5.78382518232974
120,1,6,5.00394630594546
120,2,6,5.03043792139244
120,3,6,5.11198778835654
120,4,6,5.10594547390058
120,5,6,5.18738580584075
120,6,6,5.06259503302697
120,7,6,5.11198778835654
121,1,6,3.68887945411394
121,2,6,3.89182029811063
121,3,6,3.78418963391826
121,4,6,3.98898404656427
121,5,6,3.68887945411394
121,6,6,4.20469261939097
121,7,6,4.21950770517611
122,1,6,8.69818052519705
122,2,6,8.47741232140439
122,3,6,8.49882553405805
122,4,6,8.57338447106598
122,5,6,8.64453043987743
122,6,6,8.70533113353163
122,7,6,8.67709870892586
123,1,6,5.19295685089021
123,2,6,4.969813299576
123,3,6,5.28320372873799
123,4,6,5.24174701505964
123,5,6,5.37527840768417
123,6,6,5.40717177146012
123,7,6,5.34233425196481
124,1,6,6.13772705408623
124,2,6,5.96614673912369
124,3,6,6.19644412779452
124,4,6,6.31716468674728
124,5,6,6.5206211275587
124,6,6,6.60123011872888
124,7,6,6.62539236800796
125,1,6,4.85981240436167
125,2,6,5.17048399503815
125,3,6,5.02388052084628
125,4,6,5.15329159449778
125,5,6,5.24702407216049
125,6,6,5.29831736654804
125,7,6,5.17048399503815
126,1,,5.29330482472449
126,2,,5.17048399503815
126,3,,5.11198778835654
126,4,,5.30826769740121
126,5,,5.36597601502185
126,6,,5.34710753071747
126,7,,5.43372200355424
127,1,,4.20469261939097
127,2,,4.07753744390572
127,3,,3.40119738166216
127,4,,3.55534806148941
127,5,,3.85014760171006
127,6,,3.87120101090789
127,7,,3.40119738166216
128,1,,4.70048036579242
128,2,,4.71849887129509
128,3,,4.67282883446191
128,4,,4.72738781871234
128,5,,4.69134788222914
128,6,,4.81218435537242
128,7,,4.77068462446567
129,1,,2.83321334405622
129,2,,2.07944154167984
129,3,,2.56494935746154
129,4,,2.30258509299405
129,5,,2.39789527279837
129,6,,2.19722457733622
129,7,,2.07944154167984
130,1,,6.26720054854136
130,2,,6.2709884318583
130,3,,6.22059017009974
130,4,,6.04500531403601
130,5,,6.13772705408623
130,6,,6.12686918411419
130,7,,6.02586597382531
131,1,,5.61677109766657
131,2,,5.37527840768417
131,3,,5.27299955856375
131,4,,5.31320597904179
131,5,,5.49306144334055
131,6,,5.59842195899838
131,7,,5.57215403217776
132,1,,6.29526600143965
132,2,,6.24997524225948
132,3,,6.18826412308259
132,4,,6.18208490671663
132,5,,6.25575004175337
132,6,,6.4377516497364
132,7,,6.40191719672719
133,1,,6.99668148817654
133,2,,6.87832646829133
133,3,,6.8501261661455
133,4,,6.87005341179813
133,5,,6.92755790627832
133,6,,6.87523208727658
133,7,,6.93634273583405
134,1,,5.55682806169954
134,2,,5.38449506278909
134,3,,5.42934562895444
134,4,,5.33271879326537
134,5,,5.48479693349065
134,6,,5.51745289646471
134,7,,5.03043792139244
135,1,,5.57215403217776
135,2,,5.50125821054473
135,3,,5.56452040732269
135,4,,5.55682806169954
135,5,,5.65599181081985
135,6,,5.62762111369064
135,7,,4.99721227376411
136,1,,7.83002808253384
136,2,,7.78405700263993
136,3,,7.73892375743946
136,4,,7.72797554210556
136,5,,7.73149202924568
136,6,,7.70975686445416
136,7,,7.60738142563979
137,1,,4.84418708645859
137,2,,4.67282883446191
137,3,,4.68213122712422
137,4,,4.54329478227
137,5,,4.75359019110636
137,6,,4.75359019110636
137,7,,4.85981240436167
138,1,,4.43081679884331
138,2,,4.57471097850338
138,3,,4.26267987704132
138,4,,4.15888308335967
138,5,,4.02535169073515
138,6,,4.26267987704132
138,7,,4.40671924726425
139,1,,4.33073334028633
139,2,,4.21950770517611
139,3,,4.21950770517611
139,4,,4.29045944114839
139,5,,4.31748811353631
139,6,,4.4188406077966
139,7,,4.23410650459726
140,1,,5.62040086571715
140,2,,5.61677109766657
140,3,,5.35658627467201
140,4,,5.40267738187228
140,5,,5.50938833662798
140,6,,5.70044357339069
140,7,,5.6937321388027
141,1,,6.47697236288968
141,2,,6.47697236288968
141,3,,6.53087762772588
141,4,,6.42162226780652
141,5,,6.3750248198281
141,6,,6.5206211275587
141,7,,6.59167373200866
142,1,,5.27299955856375
142,2,,5.05624580534831
142,3,,4.93447393313069
142,4,,4.79579054559674
142,5,,4.9416424226093
142,6,,4.90527477843843
142,7,,4.67282883446191
143,1,,5.35185813347607
143,2,,5.23644196282995
143,3,,5.12989871492307
143,4,,5.23110861685459
143,5,,5.29831736654804
143,6,,5.36597601502185
143,7,,5.38449506278909
144,1,,3.25809653802148
144,2,,3.2188758248682
144,3,,2.77258872223978
144,4,,3.04452243772342
144,5,,2.70805020110221
144,6,,3.17805383034795
144,7,,3.46573590279973
